Time / s	Current / pA
0.0160792100123397	-22.0714299095954
0.0221584200246794	-21.9698699100114
0.0282376300370192	-21.8203699106238
0.0343168400493589	-21.8804699103776
0.0403960500616986	-22.0539699096669
0.0464752600740383	-22.127919909364
0.052554470086378	-22.3770199083437
0.0586336800987178	-22.3937399082752
0.0647128901110575	-22.2345799089272
0.0707921001233972	-22.1512599092684
0.0768713101357369	-21.9185099102218
0.0829505201480766	-21.8368099105564
0.0890297301604163	-21.9964499099025
0.0951089401727561	-22.0897599095203
0.101188150185096	-22.2782699087482
0.107267360197436	-22.4532499080315
0.113346570209775	-22.2930599086876
0.119425780222115	-22.1841599091337
0.125504990234455	-22.1163099094116
0.131584200246794	-21.9961499099038
0.137663410259134	-22.0890599095232
0.143742620271474	-22.2222399089777
0.149821830283814	-22.2624999088128
0.155901040296153	-22.3370699085074
0.161980250308493	-22.2728799087703
0.168059460320833	-22.1299999093555
0.174138670333172	-22.1255299093738
0.180217880345512	-22.1194699093987
0.186297090357852	-22.1463799092884
0.192376300370192	-22.3358099085125
0.198455510382531	-22.2870299087123
0.204534720394871	-22.3323399085267
0.210613930407211	-22.3584799084197
0.21669314041955	-22.2025999090582
0.22277235043189	-22.2140199090114
0.22885156044423	-22.277579908751
0.23493077045657	-22.2010699090644
0.241009980468909	-22.2459299088807
0.247089190481249	-22.2613799088174
0.253168400493589	-22.1834799091365
0.259247610505928	-22.2557499088404
0.265326820518268	-22.2666299087959
0.271406030530608	-22.2097499090289
0.277485240542948	-22.3121199086096
0.283564450555287	-22.2195699089886
0.289643660567627	-22.1715599091853
0.295722870579967	-22.2520399088556
0.301802080592307	-22.1339699093393
0.307881290604646	-22.1293199093583
0.313960500616986	-22.2233199089733
0.320039710629326	-22.1279999093637
0.326118920641665	-22.1450699092938
0.332198130654005	-22.1568499092455
0.338277340666345	-22.0647899096226
0.344356550678685	-22.1917999091024
0.350435760691024	-22.2578399088319
0.356514970703364	-22.2465499088781
0.362594180715704	-22.3656299083904
0.368673390728043	-22.3030999086465
0.374752600740383	-22.1684799091979
0.380831810752723	-22.1384999093207
0.386911020765063	-21.9825799099594
0.392990230777402	-22.0098299098477
0.399069440789742	-22.1661599092074
0.405148650802082	-22.2276099089557
0.411227860814421	-22.3819099083237
0.417307070826761	-22.496339907855
0.423386280839101	-22.4098199082094
0.429465490851441	-22.309089908622
0.43554470086378	-22.246819908877
0.44162391087612	-22.0274299097756
0.44770312088846	-22.1178699094052
0.4537823309008	-22.1919099091019
0.459861540913139	-22.2063399090428
0.465940750925479	-22.3343299085186
0.472019960937819	-22.3118999086105
0.478099170950158	-22.1915199091035
0.484178380962498	-22.2103899090262
0.490257590974838	-22.1105199094353
0.496336800987178	-22.0689399096056
0.502416010999517	-22.2642699088055
0.508495221011857	-22.2860299087164
0.514574431024197	-22.4377299080951
0.520653641036536	-22.5136199077842
0.526732851048876	-22.3953999082684
0.532812061061216	-22.34619990847
0.538891271073556	-22.227039908958
0.544970481085895	-22.0443399097064
0.551049691098235	-22.1312799093503
0.557128901110575	-22.1684099091982
0.563208111122914	-22.1956799090865
0.569287321135254	-22.3829699083194
0.575366531147594	-22.4070599082207
0.581445741159934	-22.4107199082057
0.587524951172273	-22.4903999078793
0.593604161184613	-22.407959908217
0.599683371196953	-22.3393199084981
0.605762581209292	-22.38525990831
0.611841791221632	-22.2752999087604
0.617921001233972	-22.2913599086946
0.640069518579484	-22.4190699081715
0.646138825912656	-22.5609899075902
0.652208133245827	-22.5076999078085
0.658277440579	-22.4716199079562
0.664346747912171	-22.4815099079157
0.670416055245343	-22.2829299087291
0.676485362578515	-22.3633299083998
0.682554669911687	-22.4039499082334
0.688623977244859	-22.4933199078674
0.694693284578031	-22.7107899069766
0.700762591911203	-22.6715699071372
0.706831899244375	-22.5076799078085
0.712901206577547	-22.4431299080729
0.718970513910719	-22.2766799087547
0.725039821243891	-22.1816899091438
0.731109128577063	-22.3380199085035
0.737178435910235	-22.403559908235
0.743247743243407	-22.5935499074568
0.749317050576579	-22.6969599070332
0.755386357909751	-22.544429907658
0.761455665242923	-22.4822599079127
0.767524972576095	-22.3514299084485
0.773594279909267	-22.2385999089107
0.779663587242439	-22.3771499083432
